"Page URL"	"Page title"	"Page HTTP code"	"UR"	"First seen"	"Last crawled"	"Last attempt"
"https://juan-tech.com/en/blog/seo/que-es-css"	"¿Qué es CSS? | Aprende Hojas de Estilo en Cascada"	"200"	"0"	"2026-03-29 16:05:36"	"2026-04-06 19:35:12"	"2026-04-06 19:35:12"
"https://juan-tech.com/en/blog"	"Technical SEO & Web Engineering Blog | Juan Tech"	"200"	"0"	"2026-02-14 08:03:21"	"2026-04-06 17:04:07"	"2026-04-06 17:04:07"
"https://juan-tech.com/blog/seo/guia-keyword-research"	""	"404"	"0"	"2026-03-28 11:29:57"	"2026-04-06 14:12:45"	"2026-04-06 14:12:45"
"https://juan-tech.com/case-studies/cs-integration-1761204420487"	""	"307"	"0"	"2025-12-17 14:17:26"	"2026-01-24 22:03:59"	"2026-04-06 04:34:18"
"https://juan-tech.com/case-studies/cs-integration-1761208107710"	""	"307"	"0"	"2025-12-17 14:17:26"	"2026-01-24 21:03:49"	"2026-04-06 03:00:26"
"https://juan-tech.com/"	"Consultor SEO Técnico Freelance | Juan Carlos Angulo"	"200"	"0"	"2024-05-21 21:35:48"	"2026-04-05 22:21:24"	"2026-04-05 22:21:24"
"https://juan-tech.com/case-studies/cs-integration-1761245423363"	""	"307"	"0"	"2025-12-17 14:17:26"	"2026-01-24 19:28:15"	"2026-04-05 19:57:49"
"https://juan-tech.com/blog/cs-fundamentals/experiencia-de-usuario"	""	"404"	"0"	"2026-03-03 03:31:36"	"2026-04-05 18:19:42"	"2026-04-05 18:19:42"
"https://juan-tech.com/blog/general/tech-seo-guide"	"Guía de SEO Técnico 2026: Rastreo, Core Web Vitals y Rendimiento"	"200"	"0"	"2026-02-22 03:40:44"	"2026-04-05 15:47:22"	"2026-04-05 15:47:22"
"https://juan-tech.com/en/search"	"search"	"200"	"0"	"1970-01-01 00:00:00"	"2026-04-05 09:51:21"	"2026-04-05 09:51:21"
"https://juan-tech.com/blog/seo/guia-eeat"	""	"404"	"0"	"2026-03-20 22:12:46"	"2026-04-05 06:36:46"	"2026-04-05 06:36:46"
"https://juan-tech.com/blog/cs-fundamentals/sql-vs-nosql"	""	"404"	"0"	"2026-02-26 01:34:04"	"2026-04-05 04:17:11"	"2026-04-05 04:17:11"
"https://juan-tech.com/terms"	"Términos de Servicio — Juan Carlos Angulo"	"200"	"0"	"2026-02-06 23:50:21"	"2026-04-05 02:49:24"	"2026-04-05 02:49:24"
"https://juan-tech.com/blog/general/tablas-hash"	"Tablas hash: Estructuras clave para un manejo eficiente de datos"	"200"	"0"	"2026-03-28 11:29:57"	"2026-04-05 00:35:02"	"2026-04-05 00:35:02"
"https://juan-tech.com/blog/698f8ac431181a15a3065d3e"	""	"404"	"0"	"2026-02-14 18:20:05"	"2026-04-04 17:20:36"	"2026-04-04 17:20:36"
"https://juan-tech.com/blog/tech-seo/technical-seo-guide"	""	"404"	"0"	"2026-02-14 14:05:10"	"2026-04-04 16:37:12"	"2026-04-04 16:37:12"
"https://juan-tech.com/blog/seo/que-es-css"	"¿Qué es CSS? | Aprende Hojas de Estilo en Cascada"	"200"	"0"	"2026-03-28 11:29:57"	"2026-04-04 15:46:44"	"2026-04-04 15:46:44"
"https://juan-tech.com/blog/test"	""	"404"	"0"	"2026-02-13 23:34:11"	"2026-04-04 15:04:48"	"2026-04-04 15:04:48"
"https://juan-tech.com/blog/general/guia-eeat"	""	"404"	"0"	"2026-03-23 23:23:19"	"2026-04-04 13:26:28"	"2026-04-04 13:26:28"
"https://juan-tech.com/blog/general/core-web-vitals-guide"	"Core Web Vitals 2026: Guía Técnica de Optimización LCP, CLS e INP"	"200"	"0"	"2026-02-18 08:27:05"	"2026-04-04 11:54:32"	"2026-04-04 11:54:32"
"https://juan-tech.com/blog/cs-fundamentals/que-es-css"	"¿Qué es CSS? | Aprende Hojas de Estilo en Cascada"	"200"	"0"	"2026-04-02 17:45:10"	"2026-04-04 08:39:54"	"2026-04-04 08:39:54"
"https://juan-tech.com/blog/cs-fundamentals/tablas-hash"	"Tablas hash: Estructuras clave para un manejo eficiente de datos"	"200"	"0"	"2026-04-02 17:45:10"	"2026-04-04 06:15:46"	"2026-04-04 06:15:46"
"https://juan-tech.com/blog/seo/mejores-cursos-seo-espanol"	"Mejores Cursos de SEO Gratis y de Pago en Español (2026)"	"200"	"0"	"2026-04-02 17:45:10"	"2026-04-03 23:37:21"	"2026-04-03 23:37:21"
"https://juan-tech.com/en/blog/seo"	"SEO Strategy & Topic Clusters Blog | Juan Tech"	"200"	"0"	"2026-03-03 11:00:43"	"2026-04-03 21:02:16"	"2026-04-03 21:02:16"
"https://juan-tech.com/blog/development"	"Development"	"200"	"0"	"2026-04-01 01:20:59"	"2026-04-03 18:39:57"	"2026-04-03 18:39:57"
"https://juan-tech.com/authors/juan-carlos-angulo"	"Juan Carlos Angulo | SEO Técnico y Dev. Software"	"200"	"0"	"2025-12-17 20:50:33"	"2026-04-03 07:05:34"	"2026-04-03 07:05:34"
"https://juan-tech.com/case-studies/cs-integration-1761248988182"	""	"307"	"0"	"2025-12-17 14:17:26"	"2026-01-24 18:47:46"	"2026-04-03 04:25:55"
"https://juan-tech.com/en/blog/general/faq-test"	""	"404"	"0"	"2026-02-16 10:30:52"	"2026-04-03 00:14:29"	"2026-04-03 00:14:29"
"https://juan-tech.com/blog/698f8ac631181a15a3065d3f"	""	"404"	"0"	"2026-02-14 17:53:55"	"2026-04-02 22:04:42"	"2026-04-02 22:04:42"
"https://juan-tech.com/blog/tech-seo/non-developers-guide"	"SEO Técnico para No Desarrolladores: Guía Práctica 2026"	"200"	"0"	"2026-02-11 08:26:39"	"2026-04-02 15:42:53"	"2026-04-02 15:42:53"
"https://juan-tech.com/blog/tech-seo/tech-seo-guide"	"Guía de SEO Técnico 2026: Rastreo, Core Web Vitals y Rendimiento"	"200"	"0"	"2026-02-10 18:51:37"	"2026-04-02 13:47:19"	"2026-04-02 13:47:19"
"https://juan-tech.com/en/sitemap"	""	"307"	"0"	"2026-02-14 08:03:21"	"2026-04-02 09:52:39"	"2026-04-02 09:52:39"
"https://juan-tech.com/blog/general/payloadcms-seo"	""	"404"	"0"	"2026-02-26 03:50:23"	"2026-04-02 03:02:16"	"2026-04-02 03:02:16"
"https://juan-tech.com/en/blog/cs-fundamentals/arboles-binarios"	""	"404"	"0"	"2026-02-21 06:36:03"	"2026-04-02 01:53:59"	"2026-04-02 01:53:59"
"https://juan-tech.com/en/blog/cs-fundamentals/programacion-dinamica"	""	"404"	"0"	"2026-02-21 06:36:03"	"2026-04-02 00:58:34"	"2026-04-02 00:58:34"
"https://juan-tech.com/en/blog/cs-fundamentals/diseno-bases-datos"	""	"404"	"0"	"2026-02-21 06:36:03"	"2026-04-01 23:10:17"	"2026-04-01 23:10:17"
"https://juan-tech.com/en/blog/cs-fundamentals/normalizacion-bases-datos"	""	"404"	"0"	"2026-02-21 06:36:03"	"2026-04-01 22:17:23"	"2026-04-01 22:17:23"
"https://juan-tech.com/blog/seo"	"Estrategia SEO y Topic Clusters | Juan Tech"	"200"	"0"	"2026-03-03 03:31:36"	"2026-04-01 21:25:39"	"2026-04-01 21:25:39"
"https://juan-tech.com/cs-fundamentals/big-o-notation"	""	"404"	"0"	"2026-02-13 23:46:51"	"2026-04-01 20:40:51"	"2026-04-01 20:40:51"
"https://juan-tech.com/blog/cs-fundamentals/big-o-notation"	""	"404"	"0"	"2026-02-11 08:26:39"	"2026-04-01 19:50:27"	"2026-04-01 19:50:27"
"https://juan-tech.com/blog/cs-fundamentals/algoritmos-estructuras-datos"	""	"404"	"0"	"2026-02-11 08:26:39"	"2026-04-01 18:55:47"	"2026-04-01 18:55:47"
"https://juan-tech.com/blog/cs-fundamentals/diseno-bases-datos"	""	"404"	"0"	"2026-02-18 08:27:05"	"2026-04-01 17:39:44"	"2026-04-01 17:39:44"
"https://juan-tech.com/blog/general/experiencia-de-usuario"	""	"404"	"0"	"2026-03-03 13:26:04"	"2026-04-01 16:26:40"	"2026-04-01 16:26:40"
"https://juan-tech.com/blog/general/sql-vs-nosql"	""	"404"	"0"	"2026-03-03 13:26:04"	"2026-04-01 15:26:10"	"2026-04-01 15:26:10"
"https://juan-tech.com/blog/cs-fundamentals/normalizacion-bases-datos"	""	"404"	"0"	"2026-02-18 08:27:05"	"2026-04-01 14:28:12"	"2026-04-01 14:28:12"
"https://juan-tech.com/blog/cs-fundamentals/algoritmos-ordenamiento"	""	"404"	"0"	"2026-02-18 08:27:05"	"2026-04-01 13:42:52"	"2026-04-01 13:42:52"
"https://juan-tech.com/privacy"	"Política de Privacidad — Juan Carlos Angulo"	"200"	"0"	"2026-02-06 23:50:21"	"2026-04-01 12:59:36"	"2026-04-01 12:59:36"
"https://juan-tech.com/en/blog/cs-fundamentals/sql-vs-nosql"	""	"404"	"0"	"2026-02-26 09:27:35"	"2026-04-01 12:17:04"	"2026-04-01 12:17:04"
"https://juan-tech.com/en/blog/general"	"General"	"200"	"0"	"2026-02-14 11:50:48"	"2026-04-01 11:30:31"	"2026-04-01 11:30:31"
"https://juan-tech.com/en/blog/tech-seo"	"Technical SEO for Developers | Juan Tech"	"200"	"0"	"2026-02-14 08:03:21"	"2026-04-01 10:44:51"	"2026-04-01 10:44:51"
"https://juan-tech.com/search"	"búsqueda"	"200"	"0"	"1970-01-01 00:00:00"	"2026-04-01 09:44:15"	"2026-04-01 09:44:15"
"https://juan-tech.com/sitemap"	"Sitemap | Juan Carlos Angulo"	"200"	"0"	"2026-02-10 18:51:37"	"2026-04-01 08:51:07"	"2026-04-01 08:51:07"
"https://juan-tech.com/en/blog/cs-fundamentals/experiencia-de-usuario"	""	"404"	"0"	"2026-03-03 11:00:43"	"2026-04-01 07:58:40"	"2026-04-01 07:58:40"
"https://juan-tech.com/en/authors/juan-carlos-angulo"	"Juan Carlos Angulo | Technical SEO Consultant"	"200"	"0"	"2026-02-14 13:48:51"	"2026-04-01 07:16:41"	"2026-04-01 07:16:41"
"https://juan-tech.com/blog/tech-seo"	"SEO Técnico para Desarrolladores | Juan Tech"	"200"	"0"	"2026-02-11 08:26:39"	"2026-04-01 05:02:57"	"2026-04-01 05:02:57"
"https://juan-tech.com/en/blog/seo/guia-eeat"	""	"404"	"0"	"2026-03-22 08:47:59"	"2026-04-01 04:14:38"	"2026-04-01 04:14:38"
"https://juan-tech.com/blog"	"Blog de Estrategia SEO e Ingeniería Web | Juan Tech"	"200"	"0"	"2025-12-17 14:17:26"	"2026-04-01 01:20:59"	"2026-04-01 01:20:59"
"https://juan-tech.com/blog/general/mejores-cursos-seo-espanol"	"Mejores Cursos de SEO Gratis y de Pago en Español (2026)"	"200"	"0"	"2026-03-31 21:50:05"	"2026-04-01 00:02:25"	"2026-04-01 00:02:25"
"https://juan-tech.com/en/blog/development"	"Development"	"200"	"0"	"2026-03-31 20:28:32"	"2026-03-31 22:58:47"	"2026-03-31 22:58:47"
"https://juan-tech.com/en/blog/cs-fundamentals"	"Algorithms & CS Fundamentals | Juan Tech"	"200"	"0"	"2026-02-14 08:03:21"	"2026-03-31 20:28:32"	"2026-03-31 20:28:32"
"https://juan-tech.com/en/privacy"	"Privacy Policy — Juan Carlos Angulo"	"200"	"0"	"2026-02-14 08:03:21"	"2026-03-31 12:32:49"	"2026-03-31 12:32:49"
"https://juan-tech.com/en/blog/general/mejores-cursos-seo-espanol"	"Mejores Cursos de SEO Gratis y de Pago en Español (2026)"	"200"	"0"	"2026-03-31 04:05:43"	"2026-03-31 06:33:21"	"2026-03-31 06:33:21"
"https://juan-tech.com/en/terms"	"Terms of Service — Juan Carlos Angulo"	"200"	"0"	"2026-02-14 08:03:21"	"2026-03-31 05:19:49"	"2026-03-31 05:19:49"
"https://juan-tech.com/en"	"Juan Tech - Home"	"200"	"0"	"2026-02-14 08:03:21"	"2026-03-31 04:05:43"	"2026-03-31 04:05:43"
"https://juan-tech.com/en/blog/tech-seo/schema-markup-guide"	"Schema Markup Guide with JSON-LD Examples (Product, Article, etc.)"	"200"	"0"	"2026-03-31 00:47:20"	"2026-03-31 02:55:54"	"2026-03-31 02:55:54"
"https://juan-tech.com/blog/cs-fundamentals"	"Algoritmos y Ciencias de la Computación | Juan Tech"	"200"	"0"	"2026-02-11 08:26:39"	"2026-03-31 01:48:28"	"2026-03-31 01:48:28"
"https://juan-tech.com/en/blog/tech-seo/xml-sitemap-automation"	"XML Sitemap Automation (2026): Guide with Next.js Code"	"200"	"0"	"2026-03-30 23:14:52"	"2026-03-31 00:47:20"	"2026-03-31 00:47:20"
"https://juan-tech.com/en/blog/general/robots-txt-best-practices"	"Robots.txt 2026: Guide with Examples for WordPress, Shopify and AI Bots"	"200"	"0"	"2026-03-30 18:11:16"	"2026-03-30 23:14:52"	"2026-03-30 23:14:52"
"https://juan-tech.com/en/blog/development/headless-cms-seo"	""	"404"	"0"	"2026-03-30 21:09:21"	"2026-03-30 22:00:05"	"2026-03-30 22:00:05"
